63	0.206	-0.334	-0.635	-0.019	0.108	0.505	-0.731	-0.224	-0.425	0.747	-0.13	-1.108	-0.059	-0.331	-0.152	-0.436	-0.446	0.263	-0.164	0.388	-0.239	-0.206	-0.578	-1.262	-0.232	-0.393	-1.207	-0.006	-0.939	-0.323	-0.11	-0.016	-0.241	-0.816	0.212	-0.485	0.559	0.165	-0.422	-0.779	0.158	0.213	1
64	0.2	0.758	-0.083	0.645	0.768	-0.481	0.822	-0.227	-0.103	1.011	0.433	0.556	-0.069	0.486	-0.357	-0.656	-0.017	0.676	0.23	1.405	0.501	0.086	-0.137	1.323	-0.474	-0.393	0.96	0.373	0.355	0.732	0.773	0.979	0.883	0.734	-0.627	1.034	1.104	-0.7	1.279	0.308	0.08	1.277	1
65	0.722	-0.688	-0.635	-0.193	-0.533	1.595	0.479	-0.187	0.195	-1.326	0.01	-0.661	0.531	0.227	0.876	1.386	-0.056	0.317	0.725	0.211	0.117	-0.261	-0.787	-0.282	0.793	-0.489	-1	-0.376	0.643	0.534	-0.337	0.325	0.83	0.237	0.881	0.192	0.492	1.47	1.079	0.759	-0.437	0.213	1
66	-0.872	0.262	0.325	-0.092	0.118	-0.343	-0.076	-0.255	-0.189	0.853	-0.243	-0.002	-0.841	-0.098	0.216	-0.249	0.054	-0.109	0.382	0.028	0.209	0.202	0.301	-0.041	0.147	-0.284	0.525	-0.346	0.049	-0.365	0.552	-0.323	0.067	-0.33	-0.398	-0.304	-0.135	-0.23	-0.765	-1.149	0.482	-0.703	1
67	-0.267	-0.368	-0.289	-0.71	0.106	-0.658	-0.507	-0.491	-0.133	-0.101	-0.873	0.584	0.662	0.308	-1.178	0.161	0.418	-0.31	-0.396	1.388	0.159	-0.074	0.468	0.3	0.276	0.033	-0.018	0.02	-0.409	0.063	-0.834	0.54	-1.062	0.33	0.521	-0.215	-0.111	1.031	0.413	-0.297	0.412	-0.269	1
68	0.991	-0.258	-0.041	1.203	-0.858	1.566	0.09	-0.455	-0.588	0.922	-0.044	1.828	1.269	0.699	-0.601	-0.022	0.662	-0.084	-0.47	-0.382	-0.22	-0.724	-1.309	0.365	0.656	0.638	-0.319	1.59	1.417	-1.28	0.122	0.099	0.846	-0.645	0.513	0.85	0.291	0.501	0.174	0.759	-1.229	0.837	1
69	-0.176	0.487	0.724	-0.1	0.375	0.142	0.857	0.092	0.778	0.233	0.335	-0.512	-0.178	-0.209	-0.114	0.265	-0.154	-0.429	-0.172	0.197	-0.212	0.587	-0.009	0.2	0.502	-0.064	0.737	0.266	0.539	0.586	0.037	0.532	-0.272	0.608	-0.09	0.85	0.139	0.865	0.052	0.541	0.08	0.213	1
70	-0.282	-0.186	-0.03	-0.743	-0.104	-0.765	0.375	-0.814	-0.189	0.14	-0.109	-0.931	-0.645	0.052	-0.131	-0.837	-0.42	0.287	-0.123	-0.169	-0.996	-0.084	-0.718	-0.727	-0.574	-1.184	-0.174	0.204	-0.265	-0.485	-0.124	-1.023	-0.016	0.249	-0.46	-0.124	0.503	0.175	0	0.308	-0.286	-0.703	1
71	0.991	0.136	0.798	0.653	-0.902	0.927	0.283	0.664	0.824	-1.197	0.521	0.568	0.74	0.658	0.688	1.271	0.794	0.337	-0.063	-0.053	0.652	0.4	-0.437	-0.233	0.417	0.453	0.335	0.348	0.932	1.019	-0.549	-0.846	-0.424	0.918	-0.324	0.065	0.035	0.463	0.406	-0.07	0.036	1.016	1
72	0.509	-0.937	-0.131	0.052	0.116	-1.145	-0.731	-0.138	-0.093	-0.997	-0.017	-0.002	0.19	0.245	-0.468	0.715	0.427	-0.38	-0.233	0.85	0.399	-0.533	-1.31	0.513	0.517	0.145	-0.278	0.052	-0.523	0.88	-0.339	1.305	-0.272	-0.221	0.345	0.64	0.074	0.23	-0.153	0.476	-0.078	0.213	1
